"Year","Month","Ranking","Title","Artist","Spotify Link"
"2007","Junho","10","Makes Me Wonder","Maroon 5","https://open.spotify.com/track/2X9P"
"2007","Julho","1","Umbrella","Rihanna feat. Jay-Z","https://open.spotify.com/track/7X9P"
"2007","Julho","2","Big Girls Don’t Cry","Fergie","https://open.spotify.com/track/3W9P"
"2007","Julho","3","Buy U a Drank (Shawty Snappin’)","T-Pain feat. Yung Joc","https://open.spotify.com/track/6W9P"
"2007","Julho","4","Hey There Delilah","Plain White T’s","https://open.spotify.com/track/0X9P"
"2007","Julho","5","Beautiful Girls","Sean Kingston","https://open.spotify.com/track/9T9P"
"2007","Julho","6","Makes Me Wonder","Maroon 5","https://open.spotify.com/track/2X9P"
"2007","Julho","7","Party Like a Rockstar","Shop Boyz","https://open.spotify.com/track/4W9P"
"2007","Julho","8","Bartender","T-Pain feat. Akon","https://open.spotify.com/track/1Y9P"
"2007","Julho","9","Give It to Me","Timbaland feat. Nelly Furtado & Justin Timberlake","https://open.spotify.com/track/1Y9P"
"2007","Julho","10","Because of You","Ne-Yo","https://open.spotify.com/track/8X9P"
"2007","Agosto","1","Beautiful Girls","Sean Kingston","https://open.spotify.com/track/9T9P"
"2007","Agosto","2","Umbrella","Rihanna feat. Jay-Z","https://open.spotify.com/track/7X9P"
"2007","Agosto","3","Big Girls Don’t Cry","Fergie","https://open.spotify.com/track/3W9P"
"2007","Agosto","4","Hey There Delilah","Plain White T’s","https://open.spotify.com/track/0X9P"
"2007","Agosto","5","Bartender","T-Pain feat. Akon","https://open.spotify.com/track/1Y9P"
"2007","Agosto","6","Buy U a Drank (Shawty Snappin’)","T-Pain feat. Yung Joc","https://open.spotify.com/track/6W9P"
"2007","Agosto","7","The Way I Are","Timbaland feat. Keri Hilson","https://open.spotify.com/track/5Z9P"
"2007","Agosto","8","Makes Me Wonder","Maroon 5","https://open.spotify.com/track/2X9P"
"2007","Agosto","9","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2007","Agosto","10","Shawty","Plies feat. T-Pain","https://open.spotify.com/track/6U9P"
"2007","Setembro","1","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2007","Setembro","2","Beautiful Girls","Sean Kingston","https://open.spotify.com/track/9T9P"
"2007","Setembro","3","Big Girls Don’t Cry","Fergie","https://open.spotify.com/track/3W9P"
"2007","Setembro","4","The Way I Are","Timbaland feat. Keri Hilson","https://open.spotify.com/track/5Z9P"
"2007","Setembro","5","Hey There Delilah","Plain White T’s","https://open.spotify.com/track/0X9P"
"2007","Setembro","6","Stronger","Kanye West","https://open.spotify.com/track/7X9P"
"2007","Setembro","7","Bartender","T-Pain feat. Akon","https://open.spotify.com/track/1Y9P"
"2007","Setembro","8","Umbrella","Rihanna feat. Jay-Z","https://open.spotify.com/track/7X9P"
"2007","Setembro","9","Shawty","Plies feat. T-Pain","https://open.spotify.com/track/6U9P"
"2007","Setembro","10","Buy U a Drank (Shawty Snappin’)","T-Pain feat. Yung Joc","https://open.spotify.com/track/6W9P"
"2007","Outubro","1","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2007","Outubro","2","Stronger","Kanye West","https://open.spotify.com/track/7X9P"
"2007","Outubro","3","The Way I Are","Timbaland feat. Keri Hilson","https://open.spotify.com/track/5Z9P"
"2007","Outubro","4","Beautiful Girls","Sean Kingston","https://open.spotify.com/track/9T9P"
"2007","Outubro","5","Big Girls Don’t Cry","Fergie","https://open.spotify.com/track/3W9P"
"2007","Outubro","6","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2007","Outubro","7","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2007","Outubro","8","Good Life","Kanye West feat. T-Pain","https://open.spotify.com/track/8X9P"
"2007","Outubro","9","Bartender","T-Pain feat. Akon","https://open.spotify.com/track/1Y9P"
"2007","Outubro","10","Bubbly","Colbie Caillat","https://open.spotify.com/track/6W9P"
"2007","Novembro","1","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2007","Novembro","2","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2007","Novembro","3","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2007","Novembro","4","Stronger","Kanye West","https://open.spotify.com/track/7X9P"
"2007","Novembro","5","Kiss Kiss","Chris Brown feat. T-Pain","https://open.spotify.com/track/9T9P"
"2007","Novembro","6","Good Life","Kanye West feat. T-Pain","https://open.spotify.com/track/8X9P"
"2007","Novembro","7","The Way I Are","Timbaland feat. Keri Hilson","https://open.spotify.com/track/5Z9P"
"2007","Novembro","8","Bubbly","Colbie Caillat","https://open.spotify.com/track/6W9P"
"2007","Novembro","9","Cyclone","Baby Bash feat. T-Pain","https://open.spotify.com/track/0W9P"
"2007","Novembro","10","Big Girls Don’t Cry","Fergie","https://open.spotify.com/track/3W9P"
"2007","Dezembro","1","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2007","Dezembro","2","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2007","Dezembro","3","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2007","Dezembro","4","Kiss Kiss","Chris Brown feat. T-Pain","https://open.spotify.com/track/9T9P"
"2007","Dezembro","5","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2007","Dezembro","6","Good Life","Kanye West feat. T-Pain","https://open.spotify.com/track/8X9P"
"2007","Dezembro","7","Bubbly","Colbie Caillat","https://open.spotify.com/track/6W9P"
"2007","Dezembro","8","Stronger","Kanye West","https://open.spotify.com/track/7X9P"
"2007","Dezembro","9","Cyclone","Baby Bash feat. T-Pain","https://open.spotify.com/track/0W9P"
"2007","Dezembro","10","Clumsy","Fergie","https://open.spotify.com/track/1X9P"
"2008","Janeiro","1","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Janeiro","2","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2008","Janeiro","3","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2008","Janeiro","4","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2008","Janeiro","5","Kiss Kiss","Chris Brown feat. T-Pain","https://open.spotify.com/track/9T9P"
"2008","Janeiro","6","Love Song","Sara Bareilles","https://open.spotify.com/track/0W9P"
"2008","Janeiro","7","With You","Chris Brown","https://open.spotify.com/track/3W9P"
"2008","Janeiro","8","Bubbly","Colbie Caillat","https://open.spotify.com/track/6W9P"
"2008","Janeiro","9","Clumsy","Fergie","https://open.spotify.com/track/1X9P"
"2008","Janeiro","10","Good Life","Kanye West feat. T-Pain","https://open.spotify.com/track/8X9P"
"2008","Fevereiro","1","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Fevereiro","2","Love Song","Sara Bareilles","https://open.spotify.com/track/0W9P"
"2008","Fevereiro","3","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2008","Fevereiro","4","With You","Chris Brown","https://open.spotify.com/track/3W9P"
"2008","Fevereiro","5","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2008","Fevereiro","6","Don’t Stop the Music","Rihanna","https://open.spotify.com/track/4Y9P"
"2008","Fevereiro","7","Clumsy","Fergie","https://open.spotify.com/track/1X9P"
"2008","Fevereiro","8","Sensual Seduction","Snoop Dogg","https://open.spotify.com/track/6W9P"
"2008","Fevereiro","9","Crank That (Soulja Boy)","Soulja Boy Tell’em","https://open.spotify.com/track/4T9P"
"2008","Fevereiro","10","Tattoo","Jordin Sparks","https://open.spotify.com/track/7X9P"
"2008","Março","1","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Março","2","Love Song","Sara Bareilles","https://open.spotify.com/track/0W9P"
"2008","Março","3","With You","Chris Brown","https://open.spotify.com/track/3W9P"
"2008","Março","4","Don’t Stop the Music","Rihanna","https://open.spotify.com/track/4Y9P"
"2008","Março","5","No One","Alicia Keys","https://open.spotify.com/track/1Y9P"
"2008","Março","6","Love in This Club","Usher feat. Young Jeezy","https://open.spotify.com/track/2X9P"
"2008","Março","7","Sexy Can I","Ray J & Yung Berg","https://open.spotify.com/track/9T9P"
"2008","Março","8","Apologize","Timbaland feat. OneRepublic","https://open.spotify.com/track/2Z9P"
"2008","Março","9","Sensual Seduction","Snoop Dogg","https://open.spotify.com/track/6W9P"
"2008","Março","10","Superstar","Lupe Fiasco feat. Matthew Santos","https://open.spotify.com/track/8U9P"
"2008","Abril","1","Love in This Club","Usher feat. Young Jeezy","https://open.spotify.com/track/2X9P"
"2008","Abril","2","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Abril","3","Bleeding Love","Leona Lewis","https://open.spotify.com/track/1Y9P"
"2008","Abril","4","With You","Chris Brown","https://open.spotify.com/track/3W9P"
"2008","Abril","5","Love Song","Sara Bareilles","https://open.spotify.com/track/0W9P"
"2008","Abril","6","Sexy Can I","Ray J & Yung Berg","https://open.spotify.com/track/9T9P"
"2008","Abril","7","No Air","Jordin Sparks feat. Chris Brown","https://open.spotify.com/track/4W9P"
"2008","Abril","8","Don’t Stop the Music","Rihanna","https://open.spotify.com/track/4Y9P"
"2008","Abril","9","Touch My Body","Mariah Carey","https://open.spotify.com/track/6W9P"
"2008","Abril","10","Superstar","Lupe Fiasco feat. Matthew Santos","https://open.spotify.com/track/8U9P"
"2008","Maio","1","Bleeding Love","Leona Lewis","https://open.spotify.com/track/1Y9P"
"2008","Maio","2","Love in This Club","Usher feat. Young Jeezy","https://open.spotify.com/track/2X9P"
"2008","Maio","3","No Air","Jordin Sparks feat. Chris Brown","https://open.spotify.com/track/4W9P"
"2008","Maio","4","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Maio","5","Touch My Body","Mariah Carey","https://open.spotify.com/track/6W9P"
"2008","Maio","6","Sexy Can I","Ray J & Yung Berg","https://open.spotify.com/track/9T9P"
"2008","Maio","7","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Maio","8","Love Song","Sara Bareilles","https://open.spotify.com/track/0W9P"
"2008","Maio","9","With You","Chris Brown","https://open.spotify.com/track/3W9P"
"2008","Maio","10","4 Minutes","Madonna feat. Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2008","Junho","1","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Junho","2","Bleeding Love","Leona Lewis","https://open.spotify.com/track/1Y9P"
"2008","Junho","3","Take a Bow","Rihanna","https://open.spotify.com/track/3W9P"
"2008","Junho","4","Love in This Club","Usher feat. Young Jeezy","https://open.spotify.com/track/2X9P"
"2008","Junho","5","No Air","Jordin Sparks feat. Chris Brown","https://open.spotify.com/track/4W9P"
"2008","Junho","6","Touch My Body","Mariah Carey","https://open.spotify.com/track/6W9P"
"2008","Junho","7","4 Minutes","Madonna feat. Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2008","Junho","8","Sexy Can I","Ray J & Yung Berg","https://open.spotify.com/track/9T9P"
"2008","Junho","9","Low","Flo Rida feat. T-Pain","https://open.spotify.com/track/5W9P"
"2008","Junho","10","Bust It Baby (Part 2)","Plies feat. Ne-Yo","https://open.spotify.com/track/0X9P"
"2008","Julho","1","I Kissed a Girl","Katy Perry","https://open.spotify.com/track/1Y9P"
"2008","Julho","2","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Julho","3","Take a Bow","Rihanna","https://open.spotify.com/track/3W9P"
"2008","Julho","4","Bleeding Love","Leona Lewis","https://open.spotify.com/track/1Y9P"
"2008","Julho","5","Love in This Club","Usher feat. Young Jeezy","https://open.spotify.com/track/2X9P"
"2008","Julho","6","No Air","Jordin Sparks feat. Chris Brown","https://open.spotify.com/track/4W9P"
"2008","Julho","7","A Milli","Lil Wayne","https://open.spotify.com/track/6W9P"
"2008","Julho","8","Forever","Chris Brown","https://open.spotify.com/track/8U9P"
"2008","Julho","9","Bust It Baby (Part 2)","Plies feat. Ne-Yo","https://open.spotify.com/track/0X9P"
"2008","Julho","10","4 Minutes","Madonna feat. Justin Timberlake","https://open.spotify.com/track/2Z9P"
"2008","Agosto","1","I Kissed a Girl","Katy Perry","https://open.spotify.com/track/1Y9P"
"2008","Agosto","2","Forever","Chris Brown","https://open.spotify.com/track/8U9P"
"2008","Agosto","3","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Agosto","4","Take a Bow","Rihanna","https://open.spotify.com/track/3W9P"
"2008","Agosto","5","Disturbia","Rihanna","https://open.spotify.com/track/9T9P"
"2008","Agosto","6","A Milli","Lil Wayne","https://open.spotify.com/track/6W9P"
"2008","Agosto","7","Bleeding Love","Leona Lewis","https://open.spotify.com/track/1Y9P"
"2008","Agosto","8","Dangerous","Kardinal Offishall feat. Akon","https://open.spotify.com/track/4Y9P"
"2008","Agosto","9","When I Grow Up","The Pussycat Dolls","https://open.spotify.com/track/2X9P"
"2008","Agosto","10","No Air","Jordin Sparks feat. Chris Brown","https://open.spotify.com/track/4W9P"
"2008","Setembro","1","Whatever You Like","T.I.","https://open.spotify.com/track/0W9P"
"2008","Setembro","2","I Kissed a Girl","Katy Perry","https://open.spotify.com/track/1Y9P"
"2008","Setembro","3","Disturbia","Rihanna","https://open.spotify.com/track/9T9P"
"2008","Setembro","4","Forever","Chris Brown","https://open.spotify.com/track/8U9P"
"2008","Setembro","5","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Setembro","6","Dangerous","Kardinal Offishall feat. Akon","https://open.spotify.com/track/4Y9P"
"2008","Setembro","7","Paper Planes","M.I.A.","https://open.spotify.com/track/2Z9P"
"2008","Setembro","8","So What","P!nk","https://open.spotify.com/track/3W9P"
"2008","Setembro","9","A Milli","Lil Wayne","https://open.spotify.com/track/6W9P"
"2008","Setembro","10","Take a Bow","Rihanna","https://open.spotify.com/track/3W9P"
"2008","Outubro","1","Whatever You Like","T.I.","https://open.spotify.com/track/0W9P"
"2008","Outubro","2","Live Your Life","T.I. feat. Rihanna","https://open.spotify.com/track/1Y9P"
"2008","Outubro","3","So What","P!nk","https://open.spotify.com/track/3W9P"
"2008","Outubro","4","Disturbia","Rihanna","https://open.spotify.com/track/9T9P"
"2008","Outubro","5","I Kissed a Girl","Katy Perry","https://open.spotify.com/track/1Y9P"
"2008","Outubro","6","Forever","Chris Brown","https://open.spotify.com/track/8U9P"
"2008","Outubro","7","Hot n Cold","Katy Perry","https://open.spotify.com/track/6W9P"
"2008","Outubro","8","Dangerous","Kardinal Offishall feat. Akon","https://open.spotify.com/track/4Y9P"
"2008","Outubro","9","Paper Planes","M.I.A.","https://open.spotify.com/track/2Z9P"
"2008","Outubro","10","Lollipop","Lil Wayne feat. Static Major","https://open.spotify.com/track/7X9P"
"2008","Novembro","1","Whatever You Like","T.I.","https://open.spotify.com/track/0W9P"
"2008","Novembro","2","Live Your Life","T.I. feat. Rihanna","https://open.spotify.com/track/1Y9P"
"2008","Novembro","3","Hot n Cold","Katy Perry","https://open.spotify.com/track/6W9P"
"2008","Novembro","4","So What","P!nk","https://open.spotify.com/track/3W9P"
"2008","Novembro","5","If I Were a Boy","Beyoncé","https://open.spotify.com/track/4Y9P"
"2008","Novembro","6","Disturbia","Rihanna","https://open.spotify.com/track/9T9P"
"2008","Novembro","7","Womanizer","Britney Spears","https://open.spotify.com/track/2X9P"
"2008","Novembro","8","Let It Rock","Kevin Rudolf feat. Lil Wayne","https://open.spotify.com/track/8U9P"
"2008","Novembro","9","I Kissed a Girl","Katy Perry","https://open.spotify.com/track/1Y9P"
"2008","Novembro","10","Forever","Chris Brown","https://open.spotify.com/track/8U9P"
"2008","Dezembro","1","Single Ladies (Put a Ring on It)","Beyoncé","https://open.spotify.com/track/9T9P"
"2008","Dezembro","2","Live Your Life","T.I. feat. Rihanna","https://open.spotify.com/track/1Y9P"
"2008","Dezembro","3","Hot n Cold","Katy Perry","https://open.spotify.com/track/6W9P"
"2008","Dezembro","4","Whatever You Like","T.I.","https://open.spotify.com/track/0W9P"
"2008","Dezembro","5","If I Were a Boy","Beyoncé","https://open.spotify.com/track/4Y9P"
"2008","Dezembro","6","Womanizer","Britney Spears","https://open.spotify.com/track/2X9P"
"2008","Dezembro","7","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2008","Dezembro","8","Let It Rock","Kevin Rudolf feat. Lil Wayne","https://open.spotify.com/track/8U9P"
"2008","Dezembro","9","Heartless","Kanye West","https://open.spotify.com/track/6W9P"
"2008","Dezembro","10","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Janeiro","1","Single Ladies (Put a Ring on It)","Beyoncé","https://open.spotify.com/track/9T9P"
"2009","Janeiro","2","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Janeiro","3","Live Your Life","T.I. feat. Rihanna","https://open.spotify.com/track/1Y9P"
"2009","Janeiro","4","Heartless","Kanye West","https://open.spotify.com/track/6W9P"
"2009","Janeiro","5","Hot n Cold","Katy Perry","https://open.spotify.com/track/6W9P"
"2009","Janeiro","6","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Janeiro","7","Womanizer","Britney Spears","https://open.spotify.com/track/2X9P"
"2009","Janeiro","8","If I Were a Boy","Beyoncé","https://open.spotify.com/track/4Y9P"
"2009","Janeiro","9","Whatever You Like","T.I.","https://open.spotify.com/track/0W9P"
"2009","Janeiro","10","Let It Rock","Kevin Rudolf feat. Lil Wayne","https://open.spotify.com/track/8U9P"
"2009","Fevereiro","1","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Fevereiro","2","Single Ladies (Put a Ring on It)","Beyoncé","https://open.spotify.com/track/9T9P"
"2009","Fevereiro","3","Heartless","Kanye West","https://open.spotify.com/track/6W9P"
"2009","Fevereiro","4","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Fevereiro","5","My Life Would Suck Without You","Kelly Clarkson","https://open.spotify.com/track/2X9P"
"2009","Fevereiro","6","Crack a Bottle","Emine, Dr. Dre & 50 Cent","https://open.spotify.com/track/4Y9P"
"2009","Fevereiro","7","Live Your Life","T.I. feat. Rihanna","https://open.spotify.com/track/1Y9P"
"2009","Fevereiro","8","Hot n Cold","Katy Perry","https://open.spotify.com/track/6W9P"
"2009","Fevereiro","9","Womanizer","Britney Spears","https://open.spotify.com/track/2X9P"
"2009","Fevereiro","10","Gives You Hell","The All-American Rejects","https://open.spotify.com/track/7X9P"
"2009","Março","1","Right Round","Flo Rida","https://open.spotify.com/track/0W9P"
"2009","Março","2","Poker Face","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Março","3","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Março","4","My Life Would Suck Without You","Kelly Clarkson","https://open.spotify.com/track/2X9P"
"2009","Março","5","Dead and Gone","T.I. feat. Justin Timberlake","https://open.spotify.com/track/4Y9P"
"2009","Março","6","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Março","7","Heartless","Kanye West","https://open.spotify.com/track/6W9P"
"2009","Março","8","Single Ladies (Put a Ring on It)","Beyoncé","https://open.spotify.com/track/9T9P"
"2009","Março","9","Gives You Hell","The All-American Rejects","https://open.spotify.com/track/7X9P"
"2009","Março","10","You Found Me","The Fray","https://open.spotify.com/track/2Z9P"
"2009","Abril","1","Poker Face","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Abril","2","Right Round","Flo Rida","https://open.spotify.com/track/0W9P"
"2009","Abril","3","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Abril","4","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Abril","5","Dead and Gone","T.I. feat. Justin Timberlake","https://open.spotify.com/track/4Y9P"
"2009","Abril","6","My Life Would Suck Without You","Kelly Clarkson","https://open.spotify.com/track/2X9P"
"2009","Abril","7","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Abril","8","Gives You Hell","The All-American Rejects","https://open.spotify.com/track/7X9P"
"2009","Abril","9","Heartless","Kanye West","https://open.spotify.com/track/6W9P"
"2009","Abril","10","Kiss Me Thru the Phone","Soulja Boy Tell’em feat. Sammie","https://open.spotify.com/track/8U9P"
"2009","Maio","1","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Maio","2","Poker Face","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Maio","3","Right Round","Flo Rida","https://open.spotify.com/track/0W9P"
"2009","Maio","4","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Maio","5","Dead and Gone","T.I. feat. Justin Timberlake","https://open.spotify.com/track/4Y9P"
"2009","Maio","6","Kiss Me Thru the Phone","Soulja Boy Tell’em feat. Sammie","https://open.spotify.com/track/8U9P"
"2009","Maio","7","Blame It","Jamie Foxx feat. T-Pain","https://open.spotify.com/track/2X9P"
"2009","Maio","8","My Life Would Suck Without You","Kelly Clarkson","https://open.spotify.com/track/2X9P"
"2009","Maio","9","Love Story","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Maio","10","Gives You Hell","The All-American Rejects","https://open.spotify.com/track/7X9P"
"2009","Junho","1","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Junho","2","Poker Face","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Junho","3","I Know You Want Me (Calle Ocho)","Pitbull","https://open.spotify.com/track/6W9P"
"2009","Junho","4","Right Round","Flo Rida","https://open.spotify.com/track/0W9P"
"2009","Junho","5","Blame It","Jamie Foxx feat. T-Pain","https://open.spotify.com/track/2X9P"
"2009","Junho","6","Knock You Down","Keri Hilson feat. Kanye West & Ne-Yo","https://open.spotify.com/track/4Y9P"
"2009","Junho","7","Kiss Me Thru the Phone","Soulja Boy Tell’em feat. Sammie","https://open.spotify.com/track/8U9P"
"2009","Junho","8","Halo","Beyoncé","https://open.spotify.com/track/1Y9P"
"2009","Junho","9","Birthday Sex","Jeremih","https://open.spotify.com/track/7X9P"
"2009","Junho","10","Just Dance","Lady Gaga feat. Colby O’Donis","https://open.spotify.com/track/3W9P"
"2009","Julho","1","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Julho","2","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Julho","3","I Know You Want Me (Calle Ocho)","Pitbull","https://open.spotify.com/track/6W9P"
"2009","Julho","4","Poker Face","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Julho","5","Knock You Down","Keri Hilson feat. Kanye West & Ne-Yo","https://open.spotify.com/track/4Y9P"
"2009","Julho","6","Birthday Sex","Jeremih","https://open.spotify.com/track/7X9P"
"2009","Julho","7","Blame It","Jamie Foxx feat. T-Pain","https://open.spotify.com/track/2X9P"
"2009","Julho","8","Best I Ever Had","Drake","https://open.spotify.com/track/8U9P"
"2009","Julho","9","Halo","Beyoncé","https://open.spotify.com/track/1Y9P"
"2009","Julho","10","Fire Burning","Sean Kingston","https://open.spotify.com/track/9T9P"
"2009","Agosto","1","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Agosto","2","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Agosto","3","Best I Ever Had","Drake","https://open.spotify.com/track/8U9P"
"2009","Agosto","4","Knock You Down","Keri Hilson feat. Kanye West & Ne-Yo","https://open.spotify.com/track/4Y9P"
"2009","Agosto","5","I Know You Want Me (Calle Ocho)","Pitbull","https://open.spotify.com/track/6W9P"
"2009","Agosto","6","You Belong with Me","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Agosto","7","Birthday Sex","Jeremih","https://open.spotify.com/track/7X9P"
"2009","Agosto","8","Fire Burning","Sean Kingston","https://open.spotify.com/track/9T9P"
"2009","Agosto","9","Halo","Beyoncé","https://open.spotify.com/track/1Y9P"
"2009","Agosto","10","Sweet Dreams","Beyoncé","https://open.spotify.com/track/2X9P"
"2009","Setembro","1","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Setembro","2","Down","Jay Sean feat. Lil Wayne","https://open.spotify.com/track/4Y9P"
"2009","Setembro","3","Best I Ever Had","Drake","https://open.spotify.com/track/8U9P"
"2009","Setembro","4","You Belong with Me","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Setembro","5","Knock You Down","Keri Hilson feat. Kanye West & Ne-Yo","https://open.spotify.com/track/4Y9P"
"2009","Setembro","6","Party in the U.S.A.","Miley Cyrus","https://open.spotify.com/track/6W9P"
"2009","Setembro","7","Boom Boom Pow","The Black Eyed Peas","https://open.spotify.com/track/3W9P"
"2009","Setembro","8","Sweet Dreams","Beyoncé","https://open.spotify.com/track/2X9P"
"2009","Setembro","9","Run This Town","Jay-Z feat. Rihanna & Kanye West","https://open.spotify.com/track/7X9P"
"2009","Setembro","10","Use Somebody","Kings of Leon","https://open.spotify.com/track/8U9P"
"2009","Outubro","1","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Outubro","2","Down","Jay Sean feat. Lil Wayne","https://open.spotify.com/track/4Y9P"
"2009","Outubro","3","3","Britney Spears","https://open.spotify.com/track/1Y9P"
"2009","Outubro","4","Party in the U.S.A.","Miley Cyrus","https://open.spotify.com/track/6W9P"
"2009","Outubro","5","Run This Town","Jay-Z feat. Rihanna & Kanye West","https://open.spotify.com/track/7X9P"
"2009","Outubro","6","You Belong with Me","Taylor Swift","https://open.spotify.com/track/1Y9P"
"2009","Outubro","7","Best I Ever Had","Drake","https://open.spotify.com/track/8U9P"
"2009","Outubro","8","Whatcha Say","Jason Derulo","https://open.spotify.com/track/2X9P"
"2009","Outubro","9","Sweet Dreams","Beyoncé","https://open.spotify.com/track/2X9P"
"2009","Outubro","10","Forever","Drake feat. Kanye West, Lil Wayne & Eminem","https://open.spotify.com/track/4W9P"
"2009","Novembro","1","Fireflies","Owl City","https://open.spotify.com/track/0W9P"
"2009","Novembro","2","Whatcha Say","Jason Derulo","https://open.spotify.com/track/2X9P"
"2009","Novembro","3","Down","Jay Sean feat. Lil Wayne","https://open.spotify.com/track/4Y9P"
"2009","Novembro","4","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Novembro","5","3","Britney Spears","https://open.spotify.com/track/1Y9P"
"2009","Novembro","6","Party in the U.S.A.","Miley Cyrus","https://open.spotify.com/track/6W9P"
"2009","Novembro","7","Empire State of Mind","Jay-Z feat. Alicia Keys","https://open.spotify.com/track/7X9P"
"2009","Novembro","8","Replay","Iyaz","https://open.spotify.com/track/8U9P"
"2009","Novembro","9","Sweet Dreams","Beyoncé","https://open.spotify.com/track/2X9P"
"2009","Novembro","10","Run This Town","Jay-Z feat. Rihanna & Kanye West","https://open.spotify.com/track/7X9P"
"2009","Dezembro","1","Empire State of Mind","Jay-Z feat. Alicia Keys","https://open.spotify.com/track/7X9P"
"2009","Dezembro","2","Fireflies","Owl City","https://open.spotify.com/track/0W9P"
"2009","Dezembro","3","Replay","Iyaz","https://open.spotify.com/track/8U9P"
"2009","Dezembro","4","Whatcha Say","Jason Derulo","https://open.spotify.com/track/2X9P"
